split,seq_id,frame_idx,active_points_forward_sensor,road_count,marking_count,other_count,ignored_count,raw_8_count,raw_9_count,raw_10_count
training,098,66,60198,29772,1282,29111,33,1181,0,101
training,098,67,61752,29637,1403,30681,31,1298,0,105
training,098,68,61347,29199,1642,30479,27,1495,0,147
training,098,69,61622,29251,1435,30890,46,1300,0,135
training,098,70,63702,29520,1197,32946,39,1016,0,181
training,098,71,63399,29379,1190,32784,46,1030,0,160
training,098,72,62793,29004,1298,32453,38,1101,0,197
training,098,73,64465,28581,1371,34469,44,1176,0,195
training,098,74,63747,28205,1547,33963,32,1342,0,205
training,098,75,63355,27906,1465,33945,39,1248,0,217
training,098,76,62400,27652,1285,33417,46,1044,0,241
training,098,77,61602,27141,1228,33182,51,970,0,258
training,098,78,62379,26613,1297,34423,46,981,0,316
training,098,79,62379,26735,1271,34327,46,962,0,309
training,105,0,63246,22928,306,39920,92,273,0,33
training,105,1,63246,22933,310,39907,96,277,0,33
training,105,2,62487,22842,676,38886,83,641,0,35
training,105,3,61986,23344,538,38016,88,495,0,43
training,105,4,63219,24029,265,38828,97,215,0,50
training,105,5,62610,23329,356,38837,88,291,0,65
training,105,6,61930,23088,615,38160,67,533,0,82
training,105,7,63638,23901,395,39271,71,300,0,95
training,105,8,62816,25404,375,36963,74,261,0,114
training,105,9,62152,24808,451,36795,98,295,0,156
training,105,10,62137,25594,608,35882,53,608,0,0
training,105,11,61568,27240,415,33860,53,415,0,0
training,105,12,62997,27274,494,35186,43,494,0,0
training,105,13,61661,26293,773,34545,50,773,0,0
training,105,14,62005,26857,713,34386,49,713,0,0
training,105,15,62965,26786,393,35739,47,393,0,0
training,105,16,61927,26328,374,35174,51,374,0,0
training,105,17,60724,25087,510,35071,56,510,0,0
training,105,18,60743,24178,471,36036,58,471,0,0
training,105,19,59116,24985,156,33922,53,154,0,2
training,105,20,59210,26544,202,32411,53,202,0,0
training,105,21,60036,27230,293,32453,60,293,0,0
training,105,22,59448,26528,555,32312,53,555,0,0
training,105,23,59089,26518,355,32156,60,353,0,2
training,105,24,60583,26283,172,34090,38,170,0,2
training,105,25,59963,26205,275,33432,51,272,0,3
training,105,26,59937,26178,509,33202,48,506,0,3
training,105,27,61548,26250,491,34759,48,491,0,0
training,105,28,61461,26400,205,34815,41,205,0,0
training,105,29,61664,26201,257,35175,31,255,0,2
training,105,30,62832,25393,469,36938,32,469,0,0
training,105,31,62021,24338,535,37100,48,530,0,5
training,105,32,62630,23818,189,38579,44,186,0,3
training,105,33,62583,22922,209,39412,40,203,0,6
training,105,34,61756,22313,305,39111,27,303,0,2
training,105,35,60666,21527,593,38510,36,588,0,5
training,105,36,61691,21908,409,39329,45,409,0,0
training,105,37,62306,22838,215,39212,41,212,0,3
training,105,38,62650,23283,351,38978,38,345,0,6
training,105,39,64538,23783,681,40043,31,671,0,10
training,105,40,63402,24092,600,38666,44,593,0,7
training,105,41,64381,24253,244,39848,36,233,1,10
training,105,42,64421,24584,290,39496,51,274,0,16
training,105,43,65091,23782,693,40571,45,661,5,27
training,105,44,62913,23763,399,38711,40,386,1,12
training,105,45,64408,23536,293,40518,61,261,5,27
training,105,46,63805,23803,376,39550,76,348,3,25
training,105,47,64210,24789,663,38711,47,629,6,28
training,105,48,65045,24732,849,39426,38,808,6,35
training,105,49,64654,24824,492,39298,40,444,1,47
training,105,50,65698,25018,299,40317,64,242,5,52
training,105,51,64125,24838,372,38872,43,287,5,80
training,105,52,63949,24759,661,38473,56,564,5,92
training,105,53,66039,25224,700,40074,41,599,8,93
training,105,54,65123,25553,402,39137,31,295,3,104
training,105,55,64673,25324,376,38949,24,258,6,112
training,105,56,65321,25351,468,39477,25,323,16,129
training,105,57,64350,25042,674,38610,24,508,10,156
training,105,58,64370,24680,924,38741,25,736,11,177
training,105,59,66427,24986,705,40706,30,493,14,198
training,105,60,65492,25424,410,39628,30,175,12,223
training,105,61,65441,25272,500,39627,42,229,25,246
training,105,62,67044,24982,593,41441,28,284,27,282
training,105,63,65888,25376,840,39647,25,487,32,321
training,105,64,66341,25850,941,39512,38,586,31,324
training,105,65,67854,26055,774,40994,31,399,22,353
training,105,66,66507,26034,680,39746,47,303,21,356
training,105,67,65546,26038,732,38739,37,375,36,321
training,105,68,64867,25838,814,38184,31,520,7,287
training,105,69,65114,25300,1192,38593,29,929,0,263
training,105,70,65450,25310,1064,39035,41,796,0,268
training,105,71,66598,25813,665,40087,33,433,0,232
training,105,72,64412,25949,486,37940,37,271,0,215
training,105,73,64795,25659,510,38594,32,322,0,188
training,105,74,65966,25331,583,40019,33,409,0,174
training,105,75,63420,25320,892,37157,51,725,0,167
training,105,76,61319,25579,1001,34712,27,830,0,171
training,105,77,62883,26201,472,36172,38,349,0,123
training,105,78,62882,26448,389,35996,49,250,0,139
training,105,79,62882,26439,392,36001,50,252,0,140
training,109,0,63069,20933,263,41856,17,254,0,9
training,109,1,63662,22203,332,41113,14,311,0,21
training,109,2,66411,23000,306,43084,21,280,0,26
training,109,3,65479,22837,147,42474,21,124,0,23
training,109,4,65467,22080,197,43167,23,187,0,10
training,109,5,67736,21643,262,45801,30,259,0,3
training,109,6,65697,21454,316,43881,46,312,0,4
training,109,7,64962,21373,239,43309,41,237,0,2
training,109,8,65587,21085,151,44329,22,147,0,4
training,109,9,59332,21189,232,37899,12,229,0,3
training,109,10,58684,21774,252,36651,7,250,0,2
training,109,11,61325,22695,299,38316,15,298,0,1
training,109,12,61344,23705,192,37431,16,192,0,0
training,109,13,61314,23904,154,37234,22,154,0,0
training,109,14,63026,23477,267,39265,17,267,0,0
training,109,15,61500,23162,304,38013,21,293,0,11
training,109,16,61138,22696,362,38067,13,350,2,10
training,109,17,62855,22414,226,40203,12,220,2,4
training,109,18,61690,22622,208,38840,20,206,0,2
training,109,19,61075,22623,278,38149,25,276,0,2
training,109,20,62778,22450,333,39978,17,325,0,8
training,109,21,61609,22856,307,38438,8,300,0,7
training,109,22,59087,23107,156,35815,9,144,0,12
training,109,23,59499,23142,257,36082,18,243,0,14
training,109,24,58009,23505,409,34086,9,390,0,19
training,109,25,57245,24346,339,32550,10,314,0,25
training,109,26,54821,24806,255,29746,14,220,6,29
training,109,27,52757,25247,371,27123,16,331,9,31
training,109,28,51990,25386,414,26174,16,369,9,36
training,109,29,51002,26116,468,24402,16,437,5,26
training,109,30,51893,27390,361,24122,20,339,0,22
training,109,31,53114,28343,356,24384,31,319,3,34
training,109,32,52728,28442,496,23776,14,442,10,44
training,109,33,52594,28568,531,23478,17,462,9,60
training,109,34,53041,28974,491,23544,32,439,0,52
training,109,35,53068,29154,391,23487,36,309,12,70
training,109,36,53580,29186,510,23867,17,413,17,80
training,109,37,54509,30087,582,23821,19,479,14,89
training,109,38,55148,31536,698,22904,10,583,2,113
training,109,39,56064,33105,675,22275,9,523,13,139
training,109,40,57124,32912,679,23525,8,502,20,157
training,109,41,56811,31706,899,24192,14,702,5,192
training,109,42,56518,30714,1082,24702,20,821,29,232
training,109,43,57421,29945,1151,26313,12,866,27,258
training,109,44,56582,29188,1047,26334,13,747,19,281
training,109,45,56020,28139,844,27030,7,731,26,87
training,109,46,56584,26926,906,28726,26,802,38,66
training,109,47,55997,27620,966,27402,9,866,38,62
training,109,48,56074,29022,853,26194,5,769,21,63
training,109,49,56827,30073,770,25975,9,694,14,62
training,109,50,56483,30585,912,24963,23,792,27,93
training,109,51,56568,31233,920,24396,19,791,17,112
training,109,52,57811,31741,929,25122,19,817,8,104
training,109,53,57588,32299,791,24473,25,658,20,113
training,109,54,57470,31805,914,24731,20,735,39,140
training,109,55,58068,31147,1005,25898,18,800,42,163
training,109,56,57137,29981,1042,26083,31,833,38,171
training,109,57,57220,30091,962,26130,37,667,57,238
training,109,58,56741,30471,1081,25139,50,732,53,296
training,109,59,56207,29480,1129,25576,22,735,68,326
training,109,60,56276,28918,1094,26245,19,754,39,301
training,109,61,55726,28662,803,26244,17,624,75,104
training,109,62,55599,28570,846,26168,15,723,74,49
training,109,63,55570,28811,898,25839,22,723,86,89
training,109,64,54932,29596,998,24323,15,788,91,119
training,109,65,53853,29172,949,23724,8,698,99,152
training,109,66,53534,30063,944,22513,14,666,81,197
training,109,67,52568,31501,964,20085,18,651,111,202
training,109,68,52159,31996,1005,19138,20,702,99,204
training,109,69,53427,32672,1039,19691,25,684,145,210
training,109,70,53329,32638,946,19727,18,555,152,239
training,109,71,52634,31406,910,20301,17,563,109,238
training,109,72,52809,29733,1038,22026,12,557,187,294
training,109,73,52532,28930,1086,22509,7,600,146,340
training,109,74,53386,28832,1059,23477,18,541,139,379
training,109,75,55155,28335,1233,25572,15,574,216,443
training,109,76,54602,26909,1284,26394,15,598,220,466
training,109,77,54640,26193,1383,27054,10,631,216,536
training,109,78,56214,26104,1258,28844,8,623,247,388
training,109,79,56276,26541,1102,28624,9,515,292,295
training,110,0,56573,27402,1281,27868,22,530,414,337
training,110,1,56573,27414,1282,27856,21,531,413,338
training,110,2,54974,27329,1456,26172,17,568,516,372
training,110,3,55104,26834,1501,26748,21,443,643,415
training,110,4,56161,26555,1371,28212,23,194,741,436
training,110,5,55830,25997,1546,28261,26,53,1072,421
training,110,6,56024,26320,1295,28301,108,23,799,473
training,110,7,56627,26449,566,29565,47,38,0,528
training,110,8,55975,26244,625,29089,17,52,0,573
training,110,9,55846,26049,540,29232,25,37,0,503
training,110,10,57661,28305,788,28559,9,86,0,702
training,110,11,58561,29002,955,28588,16,101,0,854
training,110,12,59751,27900,1073,30764,14,75,0,998
training,110,13,58391,25899,1298,31183,11,86,0,1212
training,110,14,58314,24463,1544,32298,9,84,0,1460
training,110,15,60725,24323,2011,34375,16,87,0,1924
training,110,16,61218,23620,3523,34064,11,94,0,3429
training,110,17,61946,26153,1243,34539,11,94,0,1149
training,110,18,64263,23731,2636,37879,17,179,0,2457
training,110,19,63380,25321,240,37808,11,240,0,0
training,110,20,63555,24819,311,38416,9,311,0,0
training,110,21,64966,24832,245,39876,13,245,0,0
training,110,22,63885,24712,101,39068,4,101,0,0
training,110,23,63996,24473,167,39349,7,167,0,0
training,110,24,66394,24333,225,41819,17,225,0,0
training,110,25,65851,25092,295,40454,10,295,0,0
training,110,26,65338,25712,216,39403,7,216,0,0
training,110,27,65508,24915,120,40465,8,120,0,0
training,110,28,63680,24031,202,39439,8,202,0,0
training,110,29,63905,23797,260,39843,5,260,0,0
training,110,30,66652,24591,271,41783,7,271,0,0
training,110,31,66035,25555,121,40351,8,121,0,0
training,110,32,66467,25130,208,41126,3,208,0,0
training,110,33,68814,24160,232,44410,12,232,0,0
training,110,34,66676,24255,287,42126,8,287,0,0
training,110,35,66290,25446,198,40636,10,198,0,0
training,110,36,68937,27218,149,41566,4,149,0,0
training,110,37,67233,28112,243,38867,11,243,0,0
training,110,38,66642,28237,267,38122,16,266,1,0
training,110,39,67842,27708,319,39807,8,318,1,0
training,110,40,65637,26682,144,38800,11,144,0,0
training,110,41,65047,25749,161,39126,11,161,0,0
training,110,42,66500,24197,245,42041,17,244,0,1
training,110,43,64414,23669,300,40422,23,297,0,3
training,110,44,64670,23486,137,41033,14,137,0,0
training,110,45,62378,22845,224,39266,43,221,0,3
training,110,46,61085,23040,325,37685,35,324,0,1
training,110,47,61938,23503,405,38001,29,402,0,3
training,110,48,60295,23912,264,36085,34,263,0,1
training,110,49,58924,24218,226,34434,46,226,0,0
training,110,50,58852,24832,304,33676,40,304,0,0
training,110,51,56760,24927,475,31322,36,475,0,0
training,110,52,55284,25138,468,29642,36,467,0,1
training,110,53,54682,26009,247,28372,54,247,0,0
training,110,54,54252,26630,279,27298,45,279,0,0
training,110,55,53710,27143,435,26064,68,431,4,0
training,110,56,53591,27396,624,25463,108,615,7,2
training,110,57,52494,27948,461,23962,123,444,11,6
training,110,58,51657,28578,380,22513,186,366,10,4
training,110,59,50726,27326,431,22777,192,420,7,4
training,110,60,49922,24460,669,24593,200,653,4,12
training,110,61,44345,24937,771,18327,310,761,3,7
training,110,62,44274,25726,581,17529,438,581,0,0
training,110,63,47140,27263,724,19083,70,711,0,13
training,110,64,51813,29091,956,21701,65,955,0,1
training,110,65,53454,29389,1171,22821,73,1167,0,4
training,110,66,53595,29476,967,23096,56,944,0,23
training,110,67,53452,29101,909,23404,38,873,11,25
training,110,68,54203,28845,961,24360,37,927,15,19
training,110,69,54047,29068,1157,23729,93,1092,19,46
training,110,70,54198,29008,1122,23998,70,1061,18,43
training,110,71,54562,28655,859,25020,28,798,20,41
training,110,72,53966,28472,844,24623,27,786,20,38
training,110,73,54205,28275,864,25040,26,814,17,33
training,110,74,55105,27738,943,26403,21,916,0,27
training,110,75,55099,28391,759,25919,30,715,0,44
training,110,76,54300,29242,787,24244,27,741,0,46
training,110,77,52678,28005,956,23666,51,895,0,61
training,110,78,52778,28413,815,23502,48,736,0,79
training,110,79,52778,28427,815,23487,49,736,0,79
training,112,0,56302,22287,556,33449,10,481,0,75
training,112,1,56302,22274,556,33462,10,480,0,76
training,112,2,56467,21688,584,34156,39,508,0,76
training,112,3,59344,23225,455,35641,23,349,0,106
training,112,4,57773,23663,498,33585,27,371,0,127
training,112,5,57037,23100,529,33374,34,372,0,157
training,112,6,56836,21849,768,34178,41,586,0,182
training,112,7,57033,21423,657,34912,41,495,0,162
training,112,8,54201,22132,298,31753,18,255,0,43
training,112,9,51431,22863,285,28257,26,260,0,25
training,112,10,53042,23244,275,29503,20,274,0,1
training,112,11,54063,22985,480,30569,29,475,0,5
training,112,12,53100,22877,355,29823,45,345,0,10
training,112,13,53701,23032,212,30395,62,203,0,9
training,112,14,53934,23081,217,30591,45,205,0,12
training,112,15,54633,23220,335,31034,44,328,0,7
training,112,16,54910,23472,493,30882,63,483,0,10
training,112,17,56025,23972,325,31700,28,311,0,14
training,112,18,56632,23997,183,32417,35,169,0,14
training,112,19,58019,23517,187,34275,40,166,0,21
training,112,20,57359,22181,355,34792,31,320,0,35
training,112,21,57596,21290,455,35824,27,419,0,36
training,112,22,58680,22154,241,36247,38,222,0,19
training,112,23,59875,23601,229,36001,44,186,0,43
training,112,24,58858,24026,306,34488,38,265,0,41
training,112,25,58441,23972,460,33986,23,397,0,63
training,112,26,58000,23361,364,34238,37,290,0,74
training,112,27,58864,24061,269,34496,38,196,0,73
training,112,28,58388,24707,330,33316,35,263,0,67
training,112,29,58455,23959,440,34021,35,368,0,72
training,112,30,57212,23439,533,33201,39,446,0,87
training,112,31,59742,24003,512,35182,45,410,0,102
training,112,32,58858,24613,420,33774,51,322,0,98
training,112,33,59222,24968,553,33656,45,429,0,124
training,112,34,59504,25224,600,33637,43,473,0,127
training,112,35,61143,25196,737,35173,37,575,0,162
training,112,36,60048,25456,710,33846,36,518,0,192
training,112,37,59295,25551,847,32850,47,610,0,237
training,112,38,60778,26013,995,33727,43,708,0,287
training,112,39,60059,27340,1128,31548,43,783,0,345
training,112,40,60133,29063,1008,30010,52,652,0,356
training,112,41,60217,30678,1009,28487,43,721,0,288
training,112,42,61455,31861,780,28774,40,678,0,102
training,112,43,60716,31215,888,28582,31,784,0,104
training,112,44,61576,30303,826,30406,41,702,0,124
training,112,45,62510,29277,752,32441,40,632,0,120
training,112,46,64491,27535,713,36202,41,612,0,101
training,112,47,63213,26039,713,36434,27,618,0,95
training,112,48,63316,24333,793,38148,42,706,0,87
training,112,49,63288,22982,656,39608,42,556,0,100
training,112,50,64467,22786,714,40929,38,592,0,122
training,112,51,62929,22942,726,39216,45,568,0,158
training,112,52,63009,23505,766,38699,39,599,0,167
training,112,53,63759,24523,824,38373,39,629,0,195
training,112,54,65492,24752,739,39972,29,516,0,223
training,112,55,62881,23969,826,38068,18,555,0,271
training,112,56,61585,23132,863,37568,22,551,0,312
training,112,57,61526,22780,913,37807,26,618,0,295
training,112,58,63822,23693,756,39353,20,570,0,186
training,112,59,63831,24373,505,38937,16,488,0,17
training,112,60,63464,24477,550,38422,15,550,0,0
training,112,61,60225,23525,522,36153,25,522,0,0
training,112,62,61079,22488,551,38015,25,551,0,0
training,112,63,61156,22774,448,37904,30,448,0,0
training,112,64,61137,23519,346,37251,21,345,0,1
training,112,65,61862,24597,362,36869,34,362,0,0
training,112,66,63464,24707,382,38353,22,382,0,0
training,112,67,62058,24513,485,37041,19,482,0,3
training,112,68,62453,24750,395,37293,15,395,0,0
training,112,69,65080,24978,424,39660,18,424,0,0
training,112,70,63355,24997,450,37889,19,450,0,0
training,112,71,63392,24851,511,38011,19,511,0,0
